"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP1455,2022.MMP1455,"North America","Tue, 09/13/2022 - 12:00",2022,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.99277, -112.9238","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1456,2022.MMP1456,"North America","Tue, 09/13/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Mixed or unknown",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.98144, -112.03748","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1457,2022.MMP1457,"North America","Wed, 09/14/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Mixed or unknown",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.210991, -113.10851","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1458,2022.MMP1458,"North America","Thu, 09/15/2022 - 12:00",2022,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.743889, -111.096944","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1459,2022.MMP1459,"North America","Thu, 09/15/2022 - 12:00",2022,September,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.70871, -110.88061","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1460,2022.MMP1460,"North America","Mon, 09/19/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.42272, -110.77547","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1461,2022.MMP1461,"North America","Thu, 09/22/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.100171, -111.382204","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1462,2022.MMP1462,"North America","Tue, 09/27/2022 - 12:00",2022,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.82078, -112.51583","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1463,2022.MMP1463,"North America","Wed, 09/28/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Mixed or unknown",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.84885, -112.473433","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1464,2022.MMP1464,"North America","Thu, 09/29/2022 - 12:00",2022,September,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.800483, -112.436883","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1465,2022.MMP1465,"North America","Wed, 10/12/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.82982, -112.5687","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1466,2022.MMP1466,"North America","Thu, 10/13/2022 - 12:00",2022,October,1,,1,,,1,,Caribbean,"Mixed or unknown","Dominican Republic","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.884289, -112.831137","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1467,2022.MMP1467,"North America","Fri, 10/21/2022 - 12:00",2022,October,1,,1,,,1,,"Central America","Mixed or unknown",Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.484091, -111.117096","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1468,2022.MMP1468,"North America","Fri, 10/21/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.32169, -113.24019","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1469,2022.MMP1469,"North America","Mon, 10/24/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.46757, -111.17747","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1470,2022.MMP1470,"North America","Tue, 10/25/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.46327, -111.48268","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1471,2022.MMP1471,"North America","Tue, 11/01/2022 - 12:00",2022,November,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.43111, -113.13286","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1472,2022.MMP1472,"North America","Tue, 11/01/2022 - 12:00",2022,November,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.44849, -113.13407","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1473,2022.MMP1473,"North America","Tue, 11/01/2022 - 12:00",2022,November,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.44538, -113.13481","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1474,2022.MMP1474,"North America","Sat, 11/05/2022 - 12:00",2022,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.66915, -111.0677","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1475,2022.MMP1475,"North America","Fri, 11/11/2022 - 12:00",2022,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.20053, -113.13171","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1476,2022.MMP1476,"North America","Mon, 11/14/2022 - 12:00",2022,November,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.9774, -112.1329","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1477,2022.MMP1477,"North America","Mon, 11/14/2022 - 12:00",2022,November,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.977, -112.128","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1478,2022.MMP1478,"North America","Mon, 11/14/2022 - 12:00",2022,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.980053, -112.132096","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1479,2022.MMP1479,"North America","Tue, 11/15/2022 - 12:00",2022,November,1,,1,,1,,,"Central America",Drowning,Mexico,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.379167, -109.70075","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1480,2022.MMP1480,"North America","Fri, 11/18/2022 - 12:00",2022,November,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.984896, -112.139679","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1481,2022.MMP1481,"North America","Fri, 11/18/2022 - 12:00",2022,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.984745, -112.14043","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1482,2022.MMP1482,"North America","Fri, 11/18/2022 - 12:00",2022,November,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.97781, -112.13866","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1483,2022.MMP1483,"North America","Sun, 12/11/2022 - 12:00",2022,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.9817, -111.3315","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1484,2022.MMP1484,"North America","Thu, 12/22/2022 - 12:00",2022,December,1,,1,,,1,,"Central America",Violence,Guatemala,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.85138, -111.57458","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1485,2022.MMP1485,"North America","Fri, 12/23/2022 - 12:00",2022,December,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.376949, -111.498134","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1486,2022.MMP1486,"North America","Fri, 12/23/2022 - 12:00",2022,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.7218, -111.50664","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1487,2022.MMP1487,"North America","Mon, 12/26/2022 - 12:00",2022,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.472078, -113.138395","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1488,2022.MMP1488,"North America","Fri, 12/30/2022 - 12:00",2022,December,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.66124, -111.16589","US-Mexico border crossing",https://humaneborders.info/app/mapa.asp,"Northern America",5
2022.MMP1489,2022.MMP1489,"North America","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.42503, -102.239","US-Mexico border crossing",,"Northern America",5
2022.MMP1490,2022.MMP1490,"North America","Sat, 05/21/2022 - 12:00",2022,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.33431, 101.81618","US-Mexico border crossing",,"Northern America",5
2022.MMP1491,2022.MMP1491,"North America","Sun, 05/29/2022 - 12:00",2022,May,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.98876, -102.3575","US-Mexico border crossing",,"Northern America",5
2022.MMP1492,2022.MMP1492,"North America","Sat, 06/11/2022 - 12:00",2022,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.909, -101.7609","US-Mexico border crossing",,"Northern America",5
2022.MMP1493,2022.MMP1493,"North America","Mon, 06/13/2022 - 12:00",2022,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.90606, -102.10989","US-Mexico border crossing",,"Northern America",5
2022.MMP1494,2022.MMP1494,"North America","Wed, 06/22/2022 - 12:00",2022,June,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.89553, -101.84912","US-Mexico border crossing",,"Northern America",5
2022.MMP1495,2022.MMP1495,"North America","Wed, 07/06/2022 - 12:00",2022,July,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.06086, -102.29424","US-Mexico border crossing",,"Northern America",5
2022.MMP1496,2022.MMP1496,"North America","Tue, 07/12/2022 - 12:00",2022,July,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.0442, -102.1134","US-Mexico border crossing",,"Northern America",5
2022.MMP1497,2022.MMP1497,"North America","Wed, 07/27/2022 - 12:00",2022,July,1,,1,,1,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.8995968, -101.799197","US-Mexico border crossing",,"Northern America",5
2022.MMP1498,2022.MMP1498,"North America","Wed, 08/03/2022 - 12:00",2022,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.94657, -101.76691","US-Mexico border crossing",,"Northern America",5
2022.MMP1499,2022.MMP1499,"North America","Thu, 08/11/2022 - 12:00",2022,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.84786, -102.08442","US-Mexico border crossing",,"Northern America",5
2022.MMP1500,2022.MMP1500,"North America","Fri, 08/12/2022 - 12:00",2022,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.2412, -102.4424","US-Mexico border crossing",,"Northern America",5
2022.MMP1501,2022.MMP1501,"North America","Wed, 08/31/2022 - 12:00",2022,August,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","29.88728, -101.85535","US-Mexico border crossing",,"Northern America",5
2022.MMP1502,2022.MMP1502,"North America","Sun, 10/30/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Terrell County Sheriff's Office, Texas, USA (see coordinates for exact location)","Terrell County Sheriff's Office","30.043516, -101.776434","US-Mexico border crossing",,"Northern America",5
2022.MMP1503,2022.MMP1503,"North America","Sun, 03/13/2022 - 12:00",2022,March,1,,1,,,1,,"Central America","Mixed or unknown",Guatemala,"Presidio County Sheriff's Office, Texas, USA (see coordinates for exact location)","Presidio County Sheriff's Office","29.980959, -104.45847","US-Mexico border crossing",,"Northern America",5
2022.MMP1504,2022.MMP1504,"North America","Thu, 05/26/2022 - 12:00",2022,May,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Presidio County Sheriff's Office, Texas, USA (see coordinates for exact location)","Presidio County Sheriff's Office","29.334778, -103.797695","US-Mexico border crossing",,"Northern America",5
2022.MMP1505,2022.MMP1505,"North America","Mon, 08/08/2022 - 12:00",2022,August,1,,1,,,1,,"Central America","Mixed or unknown",Mexico,"1300 Rancho Road, Presidio, Presidio County, TX 79845","Presidio County Sheriff's Office","29.561305, -104.350127","US-Mexico border crossing",,"Northern America",5
2022.MMP1506,2022.MMP1506,"Eastern Africa","Sat, 12/03/2022 - 12:00",2022,December,2,,2,3,,2,,"Eastern Africa",Violence,Ethiopia,"Haroreys, 30KM from Jijiga, Woreda, Ethiopia","IOM Ethiopia MRC","9.463784352, 43.027389","Horn of Africa to Yemen crossing",,"Eastern Africa",2
2022.MMP1507,2022.MMP1507,"Eastern Africa","Mon, 12/26/2022 - 12:00",2022,December,1,,1,,1,,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Laascaanood, Somalia","IOM Ethiopia MRC","8.475987, 47.36576","Horn of Africa to Yemen crossing",,"Eastern Africa",2
2022.MMP1508,2022.MMP1508,Europe,"Thu, 12/08/2022 - 12:00",2022,December,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Kastelec tunnel, Kozina, Slovenia","IOM Slovenia","45.58400345, 13.884767","Western Balkans",,"Southern Europe",4
2022.MMP1509,2022.MMP15091644,Caribbean,"Thu, 12/29/2022 - 12:00",2022,December,,16,16,,1,15,,Caribbean,Drowning,Cuba,"Cárdenas, Matanzas, Cuba","Homeland Security Task Force-Southeast (HSTF-SE),Chief Patrol Agent Walter N. Slosar (US Border Patrol Miami Sector),Cuba en Miami,CiberCuba","23.05567285, -81.20764","Caribbean to US","https://archive.ph/RkBy2, https://archive.ph/C0OZn, https://archive.ph/J5vqn, https://archive.ph/jd1fi",Uncategorized,5
2022.MMP1509,2022.MMP15091645,Caribbean,"Thu, 12/29/2022 - 12:00",2022,December,1,-1,0,,,,,Caribbean,Drowning,Cuba,"Habana, Cuba","ADN Cuba","23.16556, -82.32208","Caribbean to US",https://archive.ph/0ITe1,Uncategorized,1
2022.MMP1510,2022.MMP1510,Caribbean,"Sat, 12/31/2022 - 12:00",2022,December,,18,18,,4,14,,Caribbean,Drowning,Cuba,"Habana, Cuba","Homeland Security Task Force-Southeast (HSTF-SE),Chief Patrol Agent Walter N. Slosar (US Border Patrol Miami Sector),Cuba en Miami,CiberCuba","23.09382119, -82.458903","Caribbean to US","https://archive.ph/RkBy2, https://archive.ph/C0OZn, https://archive.ph/J5vqn, https://archive.ph/VF0Rk",Uncategorized,5
2022.MMP1511,2022.MMP1511,"Central America","Thu, 12/22/2022 - 12:00",2022,December,1,2,3,,2,,,"South America",Drowning,Ecuador,"Boca del Rio Marragantí, Comarca Emeberá-Cémaco, Darien Gap, Panama (P)","El Comercio Ecuador","8.466972784, -77.687466",Darien,https://archive.ph/kS2k9,"Central America",1
2022.MMP1512,2022.MMP1512,"Central America","Tue, 12/27/2022 - 12:00",2022,December,2,,2,,1,1,,"South America",Drowning,Ecuador,"Turquesa River, Darien Gap, Panama (P)","El Universo","8.534812718, -77.501605",Darien,https://archive.ph/bcmay,"Central America",1
2022.MMP1513,2022.MMP1513,"North America","Sun, 06/05/2022 - 12:00",2022,June,1,,1,,,1,,"South America","Harsh environmental conditions / lack of adequate shelter, food, water",Brazil,"2100 N Ascencion St, El Paso, El Paso County, Texas, 79938, United States of America","El Paso County Sherriff's Office","31.791348, -106.165595","US-Mexico border crossing",,"Northern America",5
2022.MMP1514,2022.MMP1514,"North America","Fri, 06/10/2022 - 12:00",2022,June,1,,1,,1,,,"Central America",Drowning,Guatemala,"505 W Main St, Fabens, El Paso County, Texas, United States of America","El Paso County Sherriff's Office","31.504994, -106.162408","US-Mexico border crossing",,"Northern America",5
2022.MMP1515,2022.MMP1515,"North America","Sat, 06/11/2022 - 12:00",2022,June,1,,1,,,1,,"Central America",Drowning,Mexico,"14000 Riverside Drive, El Paso, El Paso County, Texas, United States of America","El Paso County Sherriff's Office","31.724355, -106.366456","US-Mexico border crossing",,"Northern America",5
2022.MMP1516,2022.MMP1516,"North America","Thu, 06/30/2022 - 12:00",2022,June,1,,1,,,1,,"Central America",Violence,Mexico,"Las Pompas Rd and Petunia Dr, San Elizario, El Paso County, Texas, United States of America","El Paso County Sherriff's Office","31.562936, -106.278382","US-Mexico border crossing",,"Northern America",5
2022.MMP1517,2022.MMP1517,"North America","Thu, 10/13/2022 - 12:00",2022,October,1,,1,,,1,,"Central America",Violence,Mexico,"13000 Petunia Dr, San Elizario, El Paso County, Texas, 79849, United States of America","El Paso County Sherriff's Office","31.579881, -106.284045","US-Mexico border crossing",,"Northern America",5
2022.MMP1518,2022.MMP1518,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,1,,1,,"Central America","Accidental death",Mexico,"University Medical Center in El Paso, 4815 Alameda Ave, El Paso, El Paso County, Texas, United States of America after an injury sustained from a fall at four-tenths of a mile west of U.S. Customs and Border Protection’s Paso Del Norte port of entry in El Paso.","US Customs and Border Patrol","31.782808, -106.473951","US-Mexico border crossing",https://archive.ph/7xQS5,"Northern America",5
2022.MMP1519,2022.MMP1519,"North America","Wed, 04/13/2022 - 12:00",2022,April,1,,1,3,1,,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Approx 40 miles east of of Encinal, Texas on TX-44, Duval County, Texas, United States of America","US Customs and Border Patrol","27.856545, -98.532686","US-Mexico border crossing",https://archive.ph/jh5BY,"Northern America",5
2022.MMP1520,2022.MMP1520,"North America","Sun, 05/01/2022 - 12:00",2022,May,1,,1,,,1,,"Central America","Accidental death",Mexico,"Del Sol Medical Center in El Paso, El Paso County, Texas, United States of America after being discovered approximately nine-and-a-half miles northwest of the Tornillo Port of Entry, Tornillo, El Paso County, Texas, United States of America","US Customs and Border Patrol","31.756423, -106.350146","US-Mexico border crossing",https://archive.ph/4uOIr,"Northern America",5
2022.MMP1521,2022.MMP1521,"Southern Asia","Sun, 05/15/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Guzar Gardanga village, Chahab district, Takhar province, Afghanistan","IOM Afghanistan","37.462861, 70.0026756",,,"Southern Asia",4
2022.MMP1522,2022.MMP1522,"Southern Asia","Sun, 05/15/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Eismail Qashlaq village, Imam sahib district, kundiz province, Afghanistan","IOM Afghanistan","37.1096201, 68.9539593",,,"Southern Asia",4
2022.MMP1523,2022.MMP1523,"Southern Asia","Sun, 05/15/2022 - 12:00",2022,May,1,,1,,,1,,"Southern Asia","Accidental death",Afghanistan,"Taikhan  village, Ghurband  district, Parwan  province, Afghanistan","IOM Afghanistan","34.9296455, 68.8585774",,,"Southern Asia",4
2022.MMP1524,2022.MMP1524,"Southern Asia","Mon, 05/16/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Shohda district, Badakhshan province, Afghanistan","IOM Afghanistan","36.7347725, 70.8119953",,,"Southern Asia",4
2022.MMP1525,2022.MMP1525,"Southern Asia","Mon, 05/16/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Warsaj district, Takhar province, Afghanistan","IOM Afghanistan","36.0385024, 70.1455805",,,"Southern Asia",4
2022.MMP1526,2022.MMP1526,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Chiltan village, Baraki Barak district, Logar province, Afghanistan","IOM Afghanistan","33.9702485, 68.942762",,,"Southern Asia",4
2022.MMP1527,2022.MMP1527,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Enjirak village, Shindand district, Herat province, Afghanistan","IOM Afghanistan","34.153622, 63.435772","Afghanistan to Iran",,"Southern Asia",4
2022.MMP1528,2022.MMP1528,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Dehdadi district, Balkh province, Afghanistan","IOM Afghanistan","36.633406, 67.3324602",,,"Southern Asia",4
2022.MMP1529,2022.MMP1529,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Pashtun zarghon district, Herat province, Afghanistan","IOM Afghanistan","34.277822, 62.614227","Afghanistan to Iran",,"Southern Asia",4
2022.MMP1530,2022.MMP1530,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia",Drowning,Afghanistan,"Markaz village, Qala Naw district, Badghis province, Afghanistan","IOM Afghanistan","34.9690901, 63.1443045",,,"Southern Asia",4
2022.MMP1531,2022.MMP1531,"Southern Asia","Tue, 05/17/2022 - 12:00",2022,May,1,,1,,,,,"Southern Asia","Accidental death",Afghanistan,"Markaz village, Shibarghan district, Jawzjan province, Afghanistan","IOM Afghanistan","36.6817149, 65.7490624",,,"Southern Asia",4
